book_id,book_title,summary,quantity
3692,21 Days To A Big Idea," shows you how to combine the creative and rational sides of your brain to come up with cool, new ideas and fun ways to implement them, which might even help you create a sustainable business in the long run, in as little as 21 days.",2
3938,21 Days To A Big Idea," shows you how to combine the creative and rational sides of your brain to come up with cool, new ideas and fun ways to implement them, which might even help you create a sustainable business in the long run, in as little as 21 days.",2
2243,21 Lessons For The 21st Century," highlights today’s most pressing political, cultural, and economic challenges created by technology while helping us prepare for an uncertain future.",4
4099,21 Lessons For The 21st Century," highlights today’s most pressing political, cultural, and economic challenges created by technology while helping us prepare for an uncertain future.",2
1369,23 Things They Don’t Tell You About Capitalism, will help you think more clearly about our current economic state by uncovering the hidden consequences of free-market capitalism and offering solutions that could give us all a more fair world.,1
3629,23 Things They Don’t Tell You About Capitalism, will help you think more clearly about our current economic state by uncovering the hidden consequences of free-market capitalism and offering solutions that could give us all a more fair world.,2
492,23 Things They Don’t Tell You About Capitalism, will help you think more clearly about our current economic state by uncovering the hidden consequences of free-market capitalism and offering solutions that could give us all a more fair world.,0
398,23 Things They Don’t Tell You About Capitalism, will help you think more clearly about our current economic state by uncovering the hidden consequences of free-market capitalism and offering solutions that could give us all a more fair world.,4
4269,30 Lessons For Loving, gives the relationship advice of hundreds of couples who have stayed together into old age and will teach you how to have happiness and longevity in your love life.,4
705,30 Lessons For Loving, gives the relationship advice of hundreds of couples who have stayed together into old age and will teach you how to have happiness and longevity in your love life.,0
1067,30 Lessons For Loving, gives the relationship advice of hundreds of couples who have stayed together into old age and will teach you how to have happiness and longevity in your love life.,2
800,59 Seconds," shows you several self-improvement hacks, grounded in the science of psychology, which you can use to improve your mindset, happiness and life in less than a minute.",3
1198,59 Seconds," shows you several self-improvement hacks, grounded in the science of psychology, which you can use to improve your mindset, happiness and life in less than a minute.",2
2331,59 Seconds," shows you several self-improvement hacks, grounded in the science of psychology, which you can use to improve your mindset, happiness and life in less than a minute.",2
1787,59 Seconds," shows you several self-improvement hacks, grounded in the science of psychology, which you can use to improve your mindset, happiness and life in less than a minute.",4
1662,60 Seconds & You’re Hired!," is a guide to getting your dream job that will help you feel confident in your next interview by teaching you how to impress your interviewer with being concise, focusing on your strengths, and knowing what to do at every step of the process.",4
4748,60 Seconds & You’re Hired!," is a guide to getting your dream job that will help you feel confident in your next interview by teaching you how to impress your interviewer with being concise, focusing on your strengths, and knowing what to do at every step of the process.",2
1370,60 Seconds & You’re Hired!," is a guide to getting your dream job that will help you feel confident in your next interview by teaching you how to impress your interviewer with being concise, focusing on your strengths, and knowing what to do at every step of the process.",4
3631,60 Seconds & You’re Hired!," is a guide to getting your dream job that will help you feel confident in your next interview by teaching you how to impress your interviewer with being concise, focusing on your strengths, and knowing what to do at every step of the process.",2
4283,60 Seconds & You’re Hired!," is a guide to getting your dream job that will help you feel confident in your next interview by teaching you how to impress your interviewer with being concise, focusing on your strengths, and knowing what to do at every step of the process.",1
5135,7 Strategies For Wealth And Happiness," is the ultimate guide to improving your wealth through self-discipline, action, and a positive attitude toward work, money, and the people around you.",1
1368,7 Strategies For Wealth And Happiness," is the ultimate guide to improving your wealth through self-discipline, action, and a positive attitude toward work, money, and the people around you.",2
1654,7 Strategies For Wealth And Happiness," is the ultimate guide to improving your wealth through self-discipline, action, and a positive attitude toward work, money, and the people around you.",0
3624,7 Strategies For Wealth And Happiness," is the ultimate guide to improving your wealth through self-discipline, action, and a positive attitude toward work, money, and the people around you.",4
4740,7 Strategies For Wealth And Happiness," is the ultimate guide to improving your wealth through self-discipline, action, and a positive attitude toward work, money, and the people around you.",2
1097,7 Strategies For Wealth And Happiness," is the ultimate guide to improving your wealth through self-discipline, action, and a positive attitude toward work, money, and the people around you.",1
2768,7 Strategies For Wealth And Happiness," is the ultimate guide to improving your wealth through self-discipline, action, and a positive attitude toward work, money, and the people around you.",0
2637,75 Hard," is a fitness challenge and book that teaches mental toughness by making you commit to five daily critical tasks for 75 days straight, including drinking a gallon of water, reading 10 pages of a non-fiction book, doing two 45-minute workouts, taking a progress picture, and following a diet.",4
1525,75 Hard," is a fitness challenge and book that teaches mental toughness by making you commit to five daily critical tasks for 75 days straight, including drinking a gallon of water, reading 10 pages of a non-fiction book, doing two 45-minute workouts, taking a progress picture, and following a diet.",4
5044,75 Hard," is a fitness challenge and book that teaches mental toughness by making you commit to five daily critical tasks for 75 days straight, including drinking a gallon of water, reading 10 pages of a non-fiction book, doing two 45-minute workouts, taking a progress picture, and following a diet.",3
3318,75 Hard," is a fitness challenge and book that teaches mental toughness by making you commit to five daily critical tasks for 75 days straight, including drinking a gallon of water, reading 10 pages of a non-fiction book, doing two 45-minute workouts, taking a progress picture, and following a diet.",4
943,75 Hard," is a fitness challenge and book that teaches mental toughness by making you commit to five daily critical tasks for 75 days straight, including drinking a gallon of water, reading 10 pages of a non-fiction book, doing two 45-minute workouts, taking a progress picture, and following a diet.",4
2163,A Beautiful Mind," tells the fascinating story of the mathematical genius, mental illness, and miraculous recovery and success of John Nash Jr.",2
120,A Beautiful Mind," tells the fascinating story of the mathematical genius, mental illness, and miraculous recovery and success of John Nash Jr.",3
268,A Beautiful Mind," tells the fascinating story of the mathematical genius, mental illness, and miraculous recovery and success of John Nash Jr.",3
494,A Beautiful Mind," tells the fascinating story of the mathematical genius, mental illness, and miraculous recovery and success of John Nash Jr.",0
3390,A Beginner’s Guide To The End," is your guide to using the principles of stillness, cleaning, and grief to prepare for your own or a loved one’s death.",1
5130,A Beginner’s Guide To The End," is your guide to using the principles of stillness, cleaning, and grief to prepare for your own or a loved one’s death.",4
712,A Beginner’s Guide To The End," is your guide to using the principles of stillness, cleaning, and grief to prepare for your own or a loved one’s death.",4
100,A Brief History Of Everyone Who Ever Lived, gives you another important perspective on mankind’s past and present through the lens of our genes.,4
205,A Brief History Of Time," is Stephen Hawking’s way of explaining the most complex concepts and ideas of physics, such as space, time, black holes, planets, stars and gravity to the average Joe, so that even you and I can better understand how our planet was created, where it came from, and where it’s going.",4
4011,A Brief History Of Time," is Stephen Hawking’s way of explaining the most complex concepts and ideas of physics, such as space, time, black holes, planets, stars and gravity to the average Joe, so that even you and I can better understand how our planet was created, where it came from, and where it’s going.",3
3400,A Crack In Creation," will teach you all about the power of gene editing that is made possible with CRISPR by detailing how it works, the benefits and opportunities it opens up, and the ethical risks of using it on humans.",3
4494,A Crack In Creation," will teach you all about the power of gene editing that is made possible with CRISPR by detailing how it works, the benefits and opportunities it opens up, and the ethical risks of using it on humans.",0
399,A Crack In Creation," will teach you all about the power of gene editing that is made possible with CRISPR by detailing how it works, the benefits and opportunities it opens up, and the ethical risks of using it on humans.",4
117,A Crack In Creation," will teach you all about the power of gene editing that is made possible with CRISPR by detailing how it works, the benefits and opportunities it opens up, and the ethical risks of using it on humans.",0
3970,A Curious Mind," is an homage to the power of asking questions, showing you how being curious can change your entire life, from the way you do business, to how you interact with your loved ones, or even shape your country.",2
1804,A Curious Mind," is an homage to the power of asking questions, showing you how being curious can change your entire life, from the way you do business, to how you interact with your loved ones, or even shape your country.",4
2361,A Curious Mind," is an homage to the power of asking questions, showing you how being curious can change your entire life, from the way you do business, to how you interact with your loved ones, or even shape your country.",0
4119,A Curious Mind," is an homage to the power of asking questions, showing you how being curious can change your entire life, from the way you do business, to how you interact with your loved ones, or even shape your country.",2
4360,A Curious Mind," is an homage to the power of asking questions, showing you how being curious can change your entire life, from the way you do business, to how you interact with your loved ones, or even shape your country.",4
2876,A Curious Mind," is an homage to the power of asking questions, showing you how being curious can change your entire life, from the way you do business, to how you interact with your loved ones, or even shape your country.",4
3738,A Curious Mind," is an homage to the power of asking questions, showing you how being curious can change your entire life, from the way you do business, to how you interact with your loved ones, or even shape your country.",1
2176,A First-Rate Madness," shares the stories of many world leaders and explains how they prevailed despite their mental illnesses and struggles, showing you how to turn your psychological disadvantages into leadership strengths.",1
404,A First-Rate Madness," shares the stories of many world leaders and explains how they prevailed despite their mental illnesses and struggles, showing you how to turn your psychological disadvantages into leadership strengths.",4
2864,A Force For Good," is a universal call to turn our compassion outward and use it to improve ourselves and the world around us in science, religion, social issues, business and education.",0
1194,A Force For Good," is a universal call to turn our compassion outward and use it to improve ourselves and the world around us in science, religion, social issues, business and education.",1
4350,A Force For Good," is a universal call to turn our compassion outward and use it to improve ourselves and the world around us in science, religion, social issues, business and education.",4
5206,A Force For Good," is a universal call to turn our compassion outward and use it to improve ourselves and the world around us in science, religion, social issues, business and education.",0
2325,A Force For Good," is a universal call to turn our compassion outward and use it to improve ourselves and the world around us in science, religion, social issues, business and education.",2
798,A Force For Good," is a universal call to turn our compassion outward and use it to improve ourselves and the world around us in science, religion, social issues, business and education.",0
113,A General Theory Of Love, will help you reprogram your mind for better emotional intelligence and relationships by teaching you what three psychiatrists have to say about the science of why we experience love and other emotions.,4
715,A General Theory Of Love, will help you reprogram your mind for better emotional intelligence and relationships by teaching you what three psychiatrists have to say about the science of why we experience love and other emotions.,3
2152,A General Theory Of Love, will help you reprogram your mind for better emotional intelligence and relationships by teaching you what three psychiatrists have to say about the science of why we experience love and other emotions.,0
1088,A General Theory Of Love, will help you reprogram your mind for better emotional intelligence and relationships by teaching you what three psychiatrists have to say about the science of why we experience love and other emotions.,4
1197,A Guide To The Good Life," is a roadmap for aspiring Stoics, revealing why this ancient philosophy is useful today, what Stoicism is truly about, and showing you how to cultivate its powerful principles in your own life.",1
5208,A Guide To The Good Life," is a roadmap for aspiring Stoics, revealing why this ancient philosophy is useful today, what Stoicism is truly about, and showing you how to cultivate its powerful principles in your own life.",4
2330,A Guide To The Good Life," is a roadmap for aspiring Stoics, revealing why this ancient philosophy is useful today, what Stoicism is truly about, and showing you how to cultivate its powerful principles in your own life.",2
355,A Higher Loyalty," shares James Comey’s experiences as the director of the FBI and outlines what he learned about leadership, ethics, and politics throughout his life, career, and experiences with President Trump who was the reason he lost his job in May of 2017.",4
252,A Higher Loyalty," shares James Comey’s experiences as the director of the FBI and outlines what he learned about leadership, ethics, and politics throughout his life, career, and experiences with President Trump who was the reason he lost his job in May of 2017.",3
1104,A Message To Garcia, teaches you how to be the best at your job by becoming a dedicated worker with a good attitude about whatever tasks your company gives you.,2
3632,A Message To Garcia, teaches you how to be the best at your job by becoming a dedicated worker with a good attitude about whatever tasks your company gives you.,2
1664,A Message To Garcia, teaches you how to be the best at your job by becoming a dedicated worker with a good attitude about whatever tasks your company gives you.,3
2774,A Message To Garcia, teaches you how to be the best at your job by becoming a dedicated worker with a good attitude about whatever tasks your company gives you.,4
4749,A Message To Garcia, teaches you how to be the best at your job by becoming a dedicated worker with a good attitude about whatever tasks your company gives you.,2
1663,A Mind For Numbers," will teach you how to learn math and science more efficiently and get good at them by understanding how your brain absorbs and processes information, even if these subjects don’t come naturally to you.",3
2162,A Mind For Numbers," will teach you how to learn math and science more efficiently and get good at them by understanding how your brain absorbs and processes information, even if these subjects don’t come naturally to you.",1
119,A Mind For Numbers," will teach you how to learn math and science more efficiently and get good at them by understanding how your brain absorbs and processes information, even if these subjects don’t come naturally to you.",4
1010,A Monk’s Guide To Happiness, will help you find more joy in life by identifying the mental pitfalls you fall into that make it so hard to have and how to shatter the shackles of suffering to finally find inner peace.,0
5101,A Monk’s Guide To Happiness, will help you find more joy in life by identifying the mental pitfalls you fall into that make it so hard to have and how to shatter the shackles of suffering to finally find inner peace.,1
3628,A More Beautiful Question," will teach you how to ask more and better questions, showing you the power that the right questions have to transform your life for the better.",2
1102,A More Beautiful Question," will teach you how to ask more and better questions, showing you the power that the right questions have to transform your life for the better.",0
4746,A More Beautiful Question," will teach you how to ask more and better questions, showing you the power that the right questions have to transform your life for the better.",0
2772,A More Beautiful Question," will teach you how to ask more and better questions, showing you the power that the right questions have to transform your life for the better.",1
2160,A More Beautiful Question," will teach you how to ask more and better questions, showing you the power that the right questions have to transform your life for the better.",3
4281,A More Beautiful Question," will teach you how to ask more and better questions, showing you the power that the right questions have to transform your life for the better.",1
1660,A More Beautiful Question," will teach you how to ask more and better questions, showing you the power that the right questions have to transform your life for the better.",1
3895,A More Beautiful Question," will teach you how to ask more and better questions, showing you the power that the right questions have to transform your life for the better.",0
5214,A New Earth," outlines a crazy and destructive place we call home, but not without showing us that we can all save it together, by looking into our minds and detaching ourselves from our ego, so we can practice acceptance and enjoyment.",1
562,A New Earth," outlines a crazy and destructive place we call home, but not without showing us that we can all save it together, by looking into our minds and detaching ourselves from our ego, so we can practice acceptance and enjoyment.",1
401,A People’s History Of The United States," will help you improve the world by giving you a better understanding of the true, sometimes shameful, story of this America’s rise to power.",1
493,A People’s History Of The United States," will help you improve the world by giving you a better understanding of the true, sometimes shameful, story of this America’s rise to power.",3
354,A Promised Land," is former president Barack Obama’s memoir in which he explains how he got into politics, what it was like for him to be president of the United States from 2009 to 2017, and how he felt during some of his biggest achievements, like passing the Affordable Care Act.",4
251,A Promised Land," is former president Barack Obama’s memoir in which he explains how he got into politics, what it was like for him to be president of the United States from 2009 to 2017, and how he felt during some of his biggest achievements, like passing the Affordable Care Act.",0
1298,A Random Walk Down Wall Street," explores how the individual investor can make money in the stock market by following a simple path that is guaranteed to bring success, if the investor has patience and gets accustomed to a series of concepts about stocks and what analyzing them consists of.",3
458,A Random Walk Down Wall Street," explores how the individual investor can make money in the stock market by following a simple path that is guaranteed to bring success, if the investor has patience and gets accustomed to a series of concepts about stocks and what analyzing them consists of.",2
720,A Return To Love," will help you let go of resentment, fear, and anger to have happier and healthier jobs and relationships by teaching you how to embrace the power of love.",1
4747,A Return To Love," will help you let go of resentment, fear, and anger to have happier and healthier jobs and relationships by teaching you how to embrace the power of love.",4
1661,A Return To Love," will help you let go of resentment, fear, and anger to have happier and healthier jobs and relationships by teaching you how to embrace the power of love.",4
4282,A Return To Love," will help you let go of resentment, fear, and anger to have happier and healthier jobs and relationships by teaching you how to embrace the power of love.",3
3630,A Return To Love," will help you let go of resentment, fear, and anger to have happier and healthier jobs and relationships by teaching you how to embrace the power of love.",2
5138,A Return To Love," will help you let go of resentment, fear, and anger to have happier and healthier jobs and relationships by teaching you how to embrace the power of love.",0
2161,A Return To Love," will help you let go of resentment, fear, and anger to have happier and healthier jobs and relationships by teaching you how to embrace the power of love.",1
1103,A Return To Love," will help you let go of resentment, fear, and anger to have happier and healthier jobs and relationships by teaching you how to embrace the power of love.",1
2773,A Return To Love," will help you let go of resentment, fear, and anger to have happier and healthier jobs and relationships by teaching you how to embrace the power of love.",4
167,A Short History Of Nearly Everything," explains everything we’ve learned about our world and the universe so far, including how they formed, how we learned to make sense of time, space and gravity, why it’s such a miracle that we’re alive and how much of our planet is still a complete mystery to us.",4
412,A Splendid Exchange," outlines the history of global trade, revealing its older than we think, has enabled the progress of civilization, and continues to change the world on a daily basis.",3
4018,A Tale of Two Cities," tells the stories of two connected families in 18th-century London and Paris, exploring everything from love and loss to murder and family intrigue, thus teaching us about history, ethics, and the complexity of human relationships.",4
4028,A Tale of Two Cities," tells the stories of two connected families in 18th-century London and Paris, exploring everything from love and loss to murder and family intrigue, thus teaching us about history, ethics, and the complexity of human relationships.",0
566,A Tale of Two Cities," tells the stories of two connected families in 18th-century London and Paris, exploring everything from love and loss to murder and family intrigue, thus teaching us about history, ethics, and the complexity of human relationships.",4
298,A Tale of Two Cities," tells the stories of two connected families in 18th-century London and Paris, exploring everything from love and loss to murder and family intrigue, thus teaching us about history, ethics, and the complexity of human relationships.",3
2514,A Tale of Two Cities," tells the stories of two connected families in 18th-century London and Paris, exploring everything from love and loss to murder and family intrigue, thus teaching us about history, ethics, and the complexity of human relationships.",2
4140,A Tale of Two Cities," tells the stories of two connected families in 18th-century London and Paris, exploring everything from love and loss to murder and family intrigue, thus teaching us about history, ethics, and the complexity of human relationships.",4
576,A Tale of Two Cities," tells the stories of two connected families in 18th-century London and Paris, exploring everything from love and loss to murder and family intrigue, thus teaching us about history, ethics, and the complexity of human relationships.",2
308,A Tale of Two Cities," tells the stories of two connected families in 18th-century London and Paris, exploring everything from love and loss to murder and family intrigue, thus teaching us about history, ethics, and the complexity of human relationships.",0
2524,A Tale of Two Cities," tells the stories of two connected families in 18th-century London and Paris, exploring everything from love and loss to murder and family intrigue, thus teaching us about history, ethics, and the complexity of human relationships.",4
4150,A Tale of Two Cities," tells the stories of two connected families in 18th-century London and Paris, exploring everything from love and loss to murder and family intrigue, thus teaching us about history, ethics, and the complexity of human relationships.",4
116,A Universe From Nothing," will enlarge your knowledge of our expanding universe by showing you how it began, what we’re learning about it now, and what will happen to it in the future.",4
400,A Vindication Of The Rights Of Woman, will help you make the world a more fair place by teaching some of the gender inequalities of the eighteenth century.,3
721,A Vindication Of The Rights Of Woman, will help you make the world a more fair place by teaching some of the gender inequalities of the eighteenth century.,1
1098,A Walk In The Woods," tells the interesting story of the adventures Bill Bryson and Stephen Katz had while walking the beautiful, rugged, and historic Appalachian Trail.",3
546,A Walk In The Woods," tells the interesting story of the adventures Bill Bryson and Stephen Katz had while walking the beautiful, rugged, and historic Appalachian Trail.",2
2770,A Walk In The Woods," tells the interesting story of the adventures Bill Bryson and Stephen Katz had while walking the beautiful, rugged, and historic Appalachian Trail.",3
4741,A Whole New Mind, is your guide to standing out in the competitive workplace by taking advantage of the big-picture skills of the right side of your brain.,1
3625,A Whole New Mind, is your guide to standing out in the competitive workplace by taking advantage of the big-picture skills of the right side of your brain.,1
2157,A Whole New Mind, is your guide to standing out in the competitive workplace by taking advantage of the big-picture skills of the right side of your brain.,0
1655,A Whole New Mind, is your guide to standing out in the competitive workplace by taking advantage of the big-picture skills of the right side of your brain.,2
5136,A Whole New Mind, is your guide to standing out in the competitive workplace by taking advantage of the big-picture skills of the right side of your brain.,2
3893,A Whole New Mind, is your guide to standing out in the competitive workplace by taking advantage of the big-picture skills of the right side of your brain.,3
2769,A Whole New Mind, is your guide to standing out in the competitive workplace by taking advantage of the big-picture skills of the right side of your brain.,1
395,A Woman of No Importance," tells the fascinating and exciting story of Virginia Hall, an American who became one of the best spies for the Allies in World War II and helped significantly in the defeat of Nazi Germany.",3
267,A Woman of No Importance," tells the fascinating and exciting story of Virginia Hall, an American who became one of the best spies for the Allies in World War II and helped significantly in the defeat of Nazi Germany.",3
2762,A Woman of No Importance," tells the fascinating and exciting story of Virginia Hall, an American who became one of the best spies for the Allies in World War II and helped significantly in the defeat of Nazi Germany.",3
396,A World In Disarray, will open your mind to new ways of making the world a more peaceful place by guiding you through the major changes in global affairs since World War II.,0
3094,A World Without Email," presents a utopia where people engage in their usual professional activities without using emails as a means of communication, and explores a new way of working that doesn’t rely on instant messaging, which is known for decreasing productivity at the workplace.",1
1972,A World Without Email," presents a utopia where people engage in their usual professional activities without using emails as a means of communication, and explores a new way of working that doesn’t rely on instant messaging, which is known for decreasing productivity at the workplace.",3
4180,A World Without Email," presents a utopia where people engage in their usual professional activities without using emails as a means of communication, and explores a new way of working that doesn’t rely on instant messaging, which is known for decreasing productivity at the workplace.",2
1468,A World Without Email," presents a utopia where people engage in their usual professional activities without using emails as a means of communication, and explores a new way of working that doesn’t rely on instant messaging, which is known for decreasing productivity at the workplace.",3
3085,A World Without Email," presents a utopia where people engage in their usual professional activities without using emails as a means of communication, and explores a new way of working that doesn’t rely on instant messaging, which is known for decreasing productivity at the workplace.",2
4956,A World Without Email," presents a utopia where people engage in their usual professional activities without using emails as a means of communication, and explores a new way of working that doesn’t rely on instant messaging, which is known for decreasing productivity at the workplace.",4
4574,A World Without Email," presents a utopia where people engage in their usual professional activities without using emails as a means of communication, and explores a new way of working that doesn’t rely on instant messaging, which is known for decreasing productivity at the workplace.",1
3767,A Year With Peter Drucker," compiles 52 lessons with weekly exercises into one comprehensive, year-long curriculum for managers, leaders, and those who aspire to be one or the other, based on the teachings of the father of modern management.",3
